"School Year","Division Number","Division Name","Subject","English Learner","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2017-2018","136","Chesapeake City","English:Reading","Y","Grade 3","SOL","English Reading","4","48","41","52","93","4.30","51.61","44.09","55.91","398"
"2017-2018","136","Chesapeake City","English:Reading","Y","Grade 4","SOL","English Reading","2","46","26","48","74","2.70","62.16","35.14","64.86","414"
"2017-2018","136","Chesapeake City","English:Reading","Y","Grade 5","SOL","English Reading","0","20","26","20","46",".00","43.48","56.52","43.48","380"
"2017-2018","136","Chesapeake City","English:Reading","Y","Grade 6","SOL","English Reading","1","10","24","11","35","2.86","28.57","68.57","31.43","368"
"2017-2018","136","Chesapeake City","English:Reading","Y","Grade 7","SOL","English Reading","0","13","15","13","28",".00","46.43","53.57","46.43","381"
"2017-2018","136","Chesapeake City","English:Reading","Y","Grade 8","SOL","English Reading","0","8","17","8","25",".00","32.00","68.00","32.00","372"
"2017-2018","21","Chesterfield County","English:Reading","N","Grade 3","SOL","English Reading","806","2,396","872","3,202","4,074","19.78","58.81","21.40","78.60","437"
"2017-2018","21","Chesterfield County","English:Reading","N","Grade 4","SOL","English Reading","889","2,515","728","3,404","4,132","21.52","60.87","17.62","82.38","447"
"2017-2018","21","Chesterfield County","English:Reading","N","Grade 5","SOL","English Reading","1,237","2,604","612","3,841","4,453","27.78","58.48","13.74","86.26","456"
"2017-2018","21","Chesterfield County","English:Reading","N","Grade 6","SOL","English Reading","685","3,074","834","3,759","4,593","14.91","66.93","18.16","81.84","439"
"2017-2018","21","Chesterfield County","English:Reading","N","Grade 7","SOL","English Reading","743","3,020","745","3,763","4,508","16.48","66.99","16.53","83.47","443"
"2017-2018","21","Chesterfield County","English:Reading","N","Grade 8","SOL","English Reading","495","3,107","931","3,602","4,533","10.92","68.54","20.54","79.46","432"
"2017-2018","21","Chesterfield County","English:Reading","Y","Grade 3","SOL","English Reading","17","242","210","259","469","3.62","51.60","44.78","55.22","396"
"2017-2018","21","Chesterfield County","English:Reading","Y","Grade 4","SOL","English Reading","11","181","186","192","378","2.91","47.88","49.21","50.79","386"
"2017-2018","21","Chesterfield County","English:Reading","Y","Grade 5","SOL","English Reading","4","66","124","70","194","2.06","34.02","63.92","36.08","366"
"2017-2018","21","Chesterfield County","English:Reading","Y","Grade 6","SOL","English Reading","0","18","102","18","120",".00","15.00","85.00","15.00","340"
"2017-2018","21","Chesterfield County","English:Reading","Y","Grade 7","SOL","English Reading","0","24","133","24","157",".00","15.29","84.71","15.29","340"
"2017-2018","21","Chesterfield County","English:Reading","Y","Grade 8","SOL","English Reading","0","13","89","13","102",".00","12.75","87.25","12.75","333"
"2017-2018","22","Clarke County","English:Reading","N","Grade 3","SOL","English Reading","22","59","46","81","127","17.32","46.46","36.22","63.78","427"
"2017-2018","22","Clarke County","English:Reading","N","Grade 4","SOL","English Reading","18","73","42","91","133","13.53","54.89","31.58","68.42","427"
"2017-2018","22","Clarke County","English:Reading","N","Grade 5","SOL","English Reading","34","86","27","120","147","23.13","58.50","18.37","81.63","452"
"2017-2018","22","Clarke County","English:Reading","N","Grade 6","SOL","English Reading","21","112","30","133","163","12.88","68.71","18.40","81.60","443"
"2017-2018","22","Clarke County","English:Reading","N","Grade 7","SOL","English Reading","23","88","24","111","135","17.04","65.19","17.78","82.22","448"
"2017-2018","22","Clarke County","English:Reading","N","Grade 8","SOL","English Reading","16","106","29","122","151","10.60","70.20","19.21","80.79","438"
"2017-2018","22","Clarke County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","360"
"2017-2018","22","Clarke County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","353"
"2017-2018","22","Clarke County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","335"
"2017-2018","22","Clarke County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","22","Clarke County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","22","Clarke County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","202","Colonial Beach","English:Reading","N","Grade 3","SOL","English Reading","7","20","15","27","42","16.67","47.62","35.71","64.29","409"
"2017-2018","202","Colonial Beach","English:Reading","N","Grade 4","SOL","English Reading","15","28","10","43","53","28.30","52.83","18.87","81.13","455"
"2017-2018","202","Colonial Beach","English:Reading","N","Grade 5","SOL","English Reading","9","26","14","35","49","18.37","53.06","28.57","71.43","430"
"2017-2018","202","Colonial Beach","English:Reading","N","Grade 6","SOL","English Reading","8","36","9","44","53","15.09","67.92","16.98","83.02","435"
"2017-2018","202","Colonial Beach","English:Reading","N","Grade 7","SOL","English Reading","5","27","13","32","45","11.11","60.00","28.89","71.11","435"
"2017-2018","202","Colonial Beach","English:Reading","N","Grade 8","SOL","English Reading","5","29","9","34","43","11.63","67.44","20.93","79.07","436"
"2017-2018","106","Colonial Heights City","English:Reading","N","Grade 3","SOL","English Reading","23","126","59","149","208","11.06","60.58","28.37","71.63","424"
"2017-2018","106","Colonial Heights City","English:Reading","N","Grade 4","SOL","English Reading","26","129","52","155","207","12.56","62.32","25.12","74.88","425"
"2017-2018","106","Colonial Heights City","English:Reading","N","Grade 5","SOL","English Reading","20","134","31","154","185","10.81","72.43","16.76","83.24","439"
"2017-2018","106","Colonial Heights City","English:Reading","N","Grade 6","SOL","English Reading","27","120","37","147","184","14.67","65.22","20.11","79.89","438"
"2017-2018","106","Colonial Heights City","English:Reading","N","Grade 7","SOL","English Reading","27","157","37","184","221","12.22","71.04","16.74","83.26","437"
"2017-2018","106","Colonial Heights City","English:Reading","N","Grade 8","SOL","English Reading","11","145","52","156","208","5.29","69.71","25.00","75.00","419"
"2017-2018","106","Colonial Heights City","English:Reading","Y","Grade 3","SOL","English Reading","0","10","6","10","16",".00","62.50","37.50","62.50","405"
"2017-2018","106","Colonial Heights City","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","403"
"2017-2018","106","Colonial Heights City","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","368"
"2017-2018","106","Colonial Heights City","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","337"
"2017-2018","106","Colonial Heights City","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","107","Covington City","English:Reading","N","Grade 3","SOL","English Reading","7","36","28","43","71","9.86","50.70","39.44","60.56","408"
"2017-2018","107","Covington City","English:Reading","N","Grade 4","SOL","English Reading","9","49","28","58","86","10.47","56.98","32.56","67.44","421"
"2017-2018","107","Covington City","English:Reading","N","Grade 5","SOL","English Reading","12","38","25","50","75","16.00","50.67","33.33","66.67","422"
"2017-2018","107","Covington City","English:Reading","N","Grade 6","SOL","English Reading","6","53","9","59","68","8.82","77.94","13.24","86.76","435"
"2017-2018","107","Covington City","English:Reading","N","Grade 7","SOL","English Reading","6","42","17","48","65","9.23","64.62","26.15","73.85","422"
"2017-2018","107","Covington City","English:Reading","N","Grade 8","SOL","English Reading","8","48","18","56","74","10.81","64.86","24.32","75.68","426"
"2017-2018","23","Craig County","English:Reading","N","Grade 3","SOL","English Reading","3","21","13","24","37","8.11","56.76","35.14","64.86","417"
"2017-2018","23","Craig County","English:Reading","N","Grade 4","SOL","English Reading","5","29","12","34","46","10.87","63.04","26.09","73.91","418"
"2017-2018","23","Craig County","English:Reading","N","Grade 5","SOL","English Reading","9","27","16","36","52","17.31","51.92","30.77","69.23","404"
"2017-2018","23","Craig County","English:Reading","N","Grade 6","SOL","English Reading","1","23","12","24","36","2.78","63.89","33.33","66.67","409"
"2017-2018","23","Craig County","English:Reading","N","Grade 7","SOL","English Reading","4","29","8","33","41","9.76","70.73","19.51","80.49","438"
"2017-2018","23","Craig County","English:Reading","N","Grade 8","SOL","English Reading","3","25","11","28","39","7.69","64.10","28.21","71.79","426"
"2017-2018","24","Culpeper County","English:Reading","N","Grade 3","SOL","English Reading","68","263","187","331","518","13.13","50.77","36.10","63.90","418"
"2017-2018","24","Culpeper County","English:Reading","N","Grade 4","SOL","English Reading","76","313","154","389","543","14.00","57.64","28.36","71.64","427"
"2017-2018","24","Culpeper County","English:Reading","N","Grade 5","SOL","English Reading","114","368","128","482","610","18.69","60.33","20.98","79.02","443"
"2017-2018","24","Culpeper County","English:Reading","N","Grade 6","SOL","English Reading","83","394","134","477","611","13.58","64.48","21.93","78.07","435"
"2017-2018","24","Culpeper County","English:Reading","N","Grade 7","SOL","English Reading","73","378","69","451","520","14.04","72.69","13.27","86.73","448"
"2017-2018","24","Culpeper County","English:Reading","N","Grade 8","SOL","English Reading","57","418","118","475","593","9.61","70.49","19.90","80.10","433"
"2017-2018","24","Culpeper County","English:Reading","Y","Grade 3","SOL","English Reading","0","33","46","33","79",".00","41.77","58.23","41.77","367"
"2017-2018","24","Culpeper County","English:Reading","Y","Grade 4","SOL","English Reading","5","39","56","44","100","5.00","39.00","56.00","44.00","382"
"2017-2018","24","Culpeper County","English:Reading","Y","Grade 5","SOL","English Reading","0","15","41","15","56",".00","26.79","73.21","26.79","352"
"2017-2018","24","Culpeper County","English:Reading","Y","Grade 6","SOL","English Reading","0","6","22","6","28",".00","21.43","78.57","21.43","344"
"2017-2018","24","Culpeper County","English:Reading","Y","Grade 7","SOL","English Reading","0","9","17","9","26",".00","34.62","65.38","34.62","362"
"2017-2018","24","Culpeper County","English:Reading","Y","Grade 8","SOL","English Reading","0","6","26","6","32",".00","18.75","81.25","18.75","343"
"2017-2018","25","Cumberland County","English:Reading","N","Grade 3","SOL","English Reading","16","51","21","67","88","18.18","57.95","23.86","76.14","434"
"2017-2018","25","Cumberland County","English:Reading","N","Grade 4","SOL","English Reading","14","55","21","69","90","15.56","61.11","23.33","76.67","440"
"2017-2018","25","Cumberland County","English:Reading","N","Grade 5","SOL","English Reading","11","51","36","62","98","11.22","52.04","36.73","63.27","416"
"2017-2018","25","Cumberland County","English:Reading","N","Grade 6","SOL","English Reading","7","59","31","66","97","7.22","60.82","31.96","68.04","416"
"2017-2018","25","Cumberland County","English:Reading","N","Grade 7","SOL","English Reading","11","68","18","79","97","11.34","70.10","18.56","81.44","440"
"2017-2018","25","Cumberland County","English:Reading","N","Grade 8","SOL","English Reading","11","41","27","52","79","13.92","51.90","34.18","65.82","416"
"2017-2018","25","Cumberland County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","25","Cumberland County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","25","Cumberland County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","25","Cumberland County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","25","Cumberland County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2017-2018","25","Cumberland County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2017-2018","108","Danville City","English:Reading","N","Grade 3","SOL","English Reading","33","177","238","210","448","7.37","39.51","53.13","46.88","384"
"2017-2018","108","Danville City","English:Reading","N","Grade 4","SOL","English Reading","33","182","221","215","436","7.57","41.74","50.69","49.31","393"
"2017-2018","108","Danville City","English:Reading","N","Grade 5","SOL","English Reading","36","224","152","260","412","8.74","54.37","36.89","63.11","410"
"2017-2018","108","Danville City","English:Reading","N","Grade 6","SOL","English Reading","20","188","212","208","420","4.76","44.76","50.48","49.52","393"
"2017-2018","108","Danville City","English:Reading","N","Grade 7","SOL","English Reading","16","196","168","212","380","4.21","51.58","44.21","55.79","400"
"2017-2018","108","Danville City","English:Reading","N","Grade 8","SOL","English Reading","12","169","154","181","335","3.58","50.45","45.97","54.03","396"
"2017-2018","108","Danville City","English:Reading","Y","Grade 3","SOL","English Reading","0","12","19","12","31",".00","38.71","61.29","38.71","381"
